Date,Open,High,Low,Close,Volume,SMA_3,EMA_3,Daily_Return,Rolling_Std_3
2023-05-25,3.75,3.82,3.71,3.73,959000.0,3.736666666666667,3.7359980552366148,-0.005333333333333301,0.011547005383540284
2023-05-26,3.73,3.75,3.65,3.68,426000.0,3.72,3.7079990276183077,-0.013404825737265313,0.03605551275455702
2023-05-29,3.72,3.75,3.66,3.67,407000.0,3.6933333333333334,3.688999513809154,-0.0027173913043478937,0.032145502536546584
2023-05-30,3.66,3.7,3.65,3.69,870500.0,3.6799999999999997,3.689499756904577,0.005449591280654031,0.00999999999968328
2023-05-31,3.74,3.74,3.61,3.62,830000.0,3.66,3.6547498784522885,-0.01897018970189701,0.036055512754549435
2023-06-01,3.7,3.71,3.59,3.65,329000.0,3.6533333333333338,3.652374939226144,0.008287292817679592,0.035118845842748804
2023-06-02,3.65,3.8,3.64,3.7,1840500.0,3.6566666666666667,3.676187469613072,0.013698630136986356,0.04041451884319285
2023-06-05,3.66,3.78,3.66,3.76,685000.0,3.703333333333333,3.718093734806536,0.01621621621621605,0.05507570547280469
2023-06-06,3.79,3.8,3.7,3.76,701500.0,3.7399999999999998,3.739046867403268,0.0,0.03464101615129163
2023-06-07,3.79,3.79,3.69,3.71,2256000.0,3.7433333333333336,3.724523433701634,-0.013297872340425454,0.02886751345937883
2023-06-08,3.73,3.73,3.6,3.64,1517500.0,3.703333333333333,3.6822617168508174,-0.018867924528301883,0.060277137733365876
2023-06-09,3.73,3.73,3.57,3.6,1224000.0,3.6500000000000004,3.6411308584254085,-0.01098901098901095,0.055677643628242124
2023-06-12,3.56,3.73,3.55,3.6,8519000.0,3.6133333333333333,3.6205654292127045,0.0,0.02309401076744076
2023-06-13,3.55,3.67,3.55,3.65,8166500.0,3.6166666666666667,3.635282714606352,0.01388888888888884,0.028867513459366227
2023-06-14,3.58,3.68,3.58,3.6,795000.0,3.616666666666667,3.6176413573031763,-0.013698630136986245,0.028867513459366227
2023-06-15,3.54,3.64,3.54,3.58,281000.0,3.61,3.598820678651588,-0.005555555555555536,0.036055512754547075
2023-06-16,3.6,3.6,3.51,3.57,564000.0,3.5833333333333335,3.5844103393257942,-0.0027932960893854997,0.015275252316294268
2023-06-19,3.64,3.64,3.42,3.45,977000.0,3.533333333333333,3.517205169662897,-0.03361344537815114,0.07234178138065211
2023-06-20,3.35,3.45,3.35,3.38,1212500.0,3.466666666666667,3.4486025848314483,-0.020289855072463836,0.09609023536929012
2023-06-21,3.45,3.45,3.28,3.3,4434500.0,3.3766666666666665,3.374301292415724,-0.023668639053254448,0.07505553499459557
2023-06-22,3.39,3.39,3.22,3.3,3297500.0,3.3266666666666667,3.3371506462078617,0.0,0.046188021535075285
2023-06-23,3.3,3.37,3.17,3.19,2647000.0,3.263333333333333,3.2635753231039306,-0.033333333333333326,0.06350852961078629
2023-06-26,3.29,3.45,3.26,3.43,940500.0,3.3066666666666666,3.346787661551965,0.07523510971786851,0.12013880860623033
2023-06-27,3.43,3.61,3.32,3.47,2191500.0,3.3633333333333333,3.4083938307759825,0.011661807580174877,0.1514375558879791
2023-07-03,3.72,3.79,3.6,3.75,8151500.0,3.5500000000000003,3.5791969153879912,0.08069164265129669,0.1743559577416051
2023-07-04,3.75,3.77,3.62,3.65,2466000.0,3.6233333333333335,3.6145984576939956,-0.026666666666666727,0.14189197769192619
2023-07-05,3.62,3.69,3.62,3.64,900000.0,3.6799999999999997,3.627299228846998,-0.002739726027397249,0.06082762530292506
2023-07-06,3.65,3.67,3.6,3.61,420000.0,3.6333333333333333,3.618649614423499,-0.008241758241758323,0.020816659994489378
2023-07-07,3.74,3.74,3.6,3.63,573000.0,3.6266666666666665,3.6243248072117495,0.005540166204986097,0.015275252316284328
2023-07-10,3.6,3.69,3.55,3.58,3670500.0,3.606666666666667,3.602162403605875,-0.01377410468319551,0.02516611478409171
2023-07-11,3.6,3.65,3.56,3.6,3730000.0,3.6033333333333335,3.6010812018029377,0.005586592178770999,0.025166114784091535
2023-07-12,3.6,3.8,3.6,3.74,16254500.0,3.64,3.670540600901469,0.03888888888888897,0.08717797887077244
2023-07-13,3.75,3.86,3.74,3.79,11694500.0,3.7099999999999995,3.7302703004507345,0.013368983957219305,0.09848857801792545
2023-07-14,3.8,3.85,3.58,3.62,3441000.0,3.716666666666667,3.6751351502253673,-0.04485488126649073,0.08736894948050103
2023-07-17,3.63,4.35,3.57,4.27,49139000.0,3.893333333333333,3.9725675751126834,0.1795580110497237,0.33709543653589624
2023-07-18,4.25,4.34,3.9,4.05,29935500.0,3.98,4.011283787556342,-0.051522248243559665,0.3306055050963207
2023-07-19,4.07,4.18,3.93,3.97,5859000.0,4.096666666666667,3.9906418937781707,-0.01975308641975304,0.15534906930306028
2023-07-20,3.94,4.23,3.94,4.2,19500000.0,4.073333333333333,4.095320946889085,0.057934508816120944,0.11676186592088658
2023-07-21,4.28,4.41,4.15,4.26,17057500.0,4.1433333333333335,4.177660473444543,0.014285714285714235,0.15307950004271376
2023-07-24,4.3,4.31,4.15,4.17,2733000.0,4.21,4.173830236722271,-0.021126760563380254,0.04582575694949362
2023-07-25,4.1,4.21,4.1,4.13,3565500.0,4.1866666666666665,4.151915118361135,-0.00959232613908878,0.06658328118474881
2023-07-26,4.2,4.2,4.1,4.15,2894500.0,4.1499999999999995,4.150957559180568,0.004842615012106588,0.019999999999847588
2023-07-27,4.19,4.32,4.15,4.19,7508000.0,4.156666666666667,4.170478779590284,0.009638554216867545,0.030550504632939606
2023-07-31,4.22,4.49,4.22,4.33,18254500.0,4.223333333333334,4.2502393897951425,0.03341288782816232,0.09451631252502005
2023-08-01,4.35,4.61,4.29,4.56,22545000.0,4.359999999999999,4.4051196948975715,0.05311778290993052,0.1868154169226779
2023-08-02,4.61,4.9,4.61,4.82,46991000.0,4.57,4.612559847448786,0.05701754385964919,0.2451530134426143
2023-08-03,4.85,4.9,4.52,4.56,11135500.0,4.6466666666666665,4.586279923724392,-0.05394190871369309,0.1501110699892855
2023-08-04,4.58,4.61,4.45,4.54,5100000.0,4.64,4.563139961862197,-0.004385964912280604,0.15620499351811634
2023-08-07,4.46,4.73,4.36,4.4,3942500.0,4.5,4.4815699809310985,-0.03083700440528625,0.08717797887078137
2023-08-08,4.4,4.45,4.19,4.21,5495000.0,4.383333333333334,4.34578499046555,-0.04318181818181832,0.1656301099840471
2023-08-09,4.21,4.31,4.18,4.21,2347000.0,4.273333333333333,4.277892495232775,0.0,0.10969655114600207
2023-08-10,4.24,4.35,4.05,4.08,3632000.0,4.166666666666667,4.178946247616388,-0.030878859857482177,0.07505553499461189
2023-08-11,4.18,4.3,4.07,4.27,10250500.0,4.1866666666666665,4.224473123808194,0.04656862745098023,0.09712534856219243
2023-08-15,4.3,4.34,4.22,4.24,1369500.0,4.196666666666666,4.232236561904097,-0.007025761124121677,0.10214368964026803
2023-08-16,4.25,4.3,4.07,4.15,2598000.0,4.22,4.191118280952049,-0.021226415094339535,0.06244997998393662
2023-08-17,4.1,4.17,4.04,4.12,2311500.0,4.170000000000001,4.155559140476024,-0.0072289156626507145,0.0624499799839368
2023-08-18,4.16,4.19,4.04,4.06,1163000.0,4.109999999999999,4.107779570238012,-0.01456310679611661,0.04582575694949375
2023-08-21,4.07,4.14,3.89,3.91,3208000.0,4.03,4.008889785119006,-0.03694581280788167,0.10816653826389139
2023-08-22,4.0,4.0,3.8,3.92,2669000.0,3.9633333333333334,3.964444892559503,0.002557544757033181,0.08386497083602347
2023-08-23,3.99,3.99,3.83,3.86,1651500.0,3.8966666666666665,3.9122224462797517,-0.015306122448979553,0.032145502536544426
2023-08-24,3.83,4.05,3.83,3.97,1807000.0,3.9166666666666665,3.9411112231398757,0.02849740932642497,0.05507570547280386
2023-08-25,3.87,3.88,3.7,3.76,9941500.0,3.8633333333333333,3.8505556115699378,-0.05289672544080615,0.10503967504389462
2023-08-28,3.75,3.83,3.7,3.72,3737000.0,3.816666666666667,3.785277805784969,-0.010638297872340274,0.13428824718986732
2023-08-29,3.75,3.75,3.65,3.66,3769000.0,3.7133333333333334,3.7226389028924847,-0.016129032258064502,0.05033222956840627
2023-08-30,3.66,3.77,3.55,3.57,2820000.0,3.65,3.6463194514462423,-0.024590163934426257,0.07549834435266357
2023-08-31,3.56,3.59,3.39,3.42,4880000.0,3.5499999999999994,3.533159725723121,-0.04201680672268904,0.12124355652979339
2023-09-01,3.49,3.57,3.39,3.45,2845500.0,3.48,3.4915798628615606,0.00877192982456143,0.07937253933189402
2023-09-04,3.46,3.53,3.45,3.48,911500.0,3.4499999999999997,3.48578993143078,0.008695652173912993,0.029999999999884053
2023-09-05,3.5,3.55,3.45,3.53,1133000.0,3.486666666666667,3.5078949657153897,0.014367816091954033,0.040414518843187835
2023-09-06,3.53,3.74,3.49,3.64,2744500.0,3.5500000000000003,3.5739474828576947,0.031161473087818692,0.08185352771868253
2023-09-07,3.62,3.67,3.54,3.55,755000.0,3.573333333333333,3.5619737414288473,-0.02472527472527486,0.05859465277076463
2023-09-08,3.62,3.66,3.54,3.61,599000.0,3.6,3.5859868707144233,0.016901408450704203,0.04582575694948356
2023-09-11,3.7,3.73,3.6,3.62,743105.0,3.5933333333333333,3.6029934353572117,0.0027700831024930483,0.03785938897191113
2023-09-12,3.65,3.7,3.54,3.55,1017250.0,3.5933333333333337,3.576496717678606,-0.019337016574585753,0.03785938897191113
2023-09-13,3.6,3.62,3.53,3.55,566085.0,3.573333333333333,3.563248358839303,0.0,0.040414518843188516
2023-09-14,3.69,3.69,3.57,3.61,1159529.0,3.57,3.586624179419651,0.016901408450704203,0.034641016151277806
2023-09-15,3.55,3.68,3.55,3.57,1002487.0,3.5766666666666667,3.5783120897098257,-0.011080332409972304,0.030550504632925992
2023-09-18,3.56,3.66,3.51,3.64,991268.0,3.606666666666667,3.609156044854913,0.019607843137255054,0.035118845842744655
2023-09-19,3.65,3.69,3.6,3.62,845669.0,3.61,3.6145780224274566,-0.005494505494505475,0.036055512754544675
2023-09-20,3.68,3.69,3.6,3.63,819284.0,3.6300000000000003,3.622289011213728,0.0027624309392264568,0.00999999999965658
2023-09-21,3.64,3.76,3.63,3.71,2054886.0,3.653333333333333,3.666144505606864,0.02203856749311295,0.04932882862309281
2023-09-22,3.78,3.85,3.66,3.8,2032297.0,3.7133333333333334,3.733072252803432,0.02425876010781658,0.08504900548111334
2023-09-25,3.8,3.99,3.78,3.94,3404560.0,3.8166666666666664,3.836536126401716,0.03684210526315801,0.11590225767139507
2023-09-26,3.91,3.97,3.9,3.94,1806109.0,3.893333333333333,3.888268063200858,0.0,0.08082903768650537
2023-09-27,3.93,4.09,3.93,4.06,6308530.0,3.98,3.9741340316004288,0.030456852791878042,0.069282032302706
2023-09-28,4.02,4.05,3.95,3.97,2163213.0,3.99,3.9720670158002145,-0.02216748768472887,0.06244997998392957
2023-10-02,4.02,4.02,3.9,3.95,1241812.0,3.9933333333333336,3.9610335079001073,-0.005037783375314908,0.05859465277076514
2023-10-03,3.99,3.99,3.9,3.95,620434.0,3.956666666666667,3.9555167539500538,0.0,0.011547005383496609
2023-10-04,3.92,4.01,3.92,4.0,1976659.0,3.966666666666667,3.977758376975027,0.012658227848101111,0.028867513459363035
2023-10-05,4.0,4.04,3.96,4.0,2136592.0,3.983333333333334,3.9888791884875134,0.0,0.028867513459363357
2023-10-06,4.0,4.0,3.93,3.95,938850.0,3.983333333333333,3.969439594243757,-0.012499999999999956,0.028867513459363357
2023-10-09,3.93,3.96,3.9,3.92,1793766.0,3.9566666666666666,3.9447197971218784,-0.0075949367088608,0.04041451884318939
2023-10-10,3.96,4.0,3.92,3.95,1865544.0,3.94,3.947359898560939,0.007653061224489832,0.017320508075491594
2023-10-11,3.99,4.0,3.91,3.99,3039713.0,3.9533333333333336,3.9686799492804696,0.010126582278481067,0.035118845842745466
2023-10-12,3.99,4.02,3.92,3.94,1368047.0,3.9600000000000004,3.954339974640235,-0.01253132832080206,0.026457513110517233
2023-10-13,3.99,4.07,3.94,4.01,4394176.0,3.98,3.982169987320117,0.017766497461928932,0.03605551275454544
2023-10-16,4.01,4.12,3.98,4.09,4515568.0,4.013333333333333,4.036084993660058,0.01995012468827939,0.07505553499460617
2023-10-17,4.15,4.15,4.02,4.03,2761677.0,4.043333333333333,4.03304249683003,-0.014669926650366705,0.04163331998924182
2023-10-18,4.05,4.09,4.0,4.01,902245.0,4.043333333333333,4.021521248415015,-0.004962779156327701,0.04163331998924182
2023-10-19,4.0,4.05,3.98,4.03,2749007.0,4.023333333333333,4.025760624207507,0.004987531172069959,0.011547005383500617
2023-10-20,4.01,4.35,4.01,4.26,12806109.0,4.1,4.142880312103753,0.05707196029776673,0.1389244398944739
2023-10-23,4.27,4.35,4.15,4.17,3623240.0,4.153333333333333,4.156440156051877,-0.021126760563380254,0.11590225767139586
2023-10-24,4.27,4.27,4.1,4.15,2051964.0,4.193333333333333,4.153220078025939,-0.004796163069544224,0.05859465277076628
2023-10-25,4.19,4.55,4.12,4.36,22478548.0,4.226666666666667,4.256610039012969,0.050602409638554224,0.11590225767139631
2023-10-26,4.36,4.95,4.36,4.83,46166578.0,4.446666666666666,4.543305019506485,0.10779816513761453,0.34818577416851326
2023-10-27,4.85,4.9,4.55,4.62,17040457.0,4.6033333333333335,4.581652509753242,-0.04347826086956519,0.23544284515212455
2023-10-30,4.3,4.3,4.05,4.14,20348145.0,4.53,4.360826254876621,-0.10389610389610393,0.3536947836765395
2023-10-31,4.22,4.27,4.18,4.21,7024622.0,4.323333333333333,4.285413127438311,0.01690821256038655,0.2592939130279131
2023-11-01,4.24,4.35,4.2,4.32,8710346.0,4.223333333333334,4.3027065637191555,0.026128266033254244,0.09073771725873793
2023-11-02,4.32,4.37,4.24,4.25,3145740.0,4.260000000000001,4.276353281859578,-0.01620370370370372,0.05567764362824073
2023-11-03,4.26,4.45,4.25,4.32,4603989.0,4.296666666666667,4.298176640929789,0.016470588235294237,0.040414518843193324
2023-11-06,4.37,4.44,4.33,4.41,2720562.0,4.326666666666667,4.354088320464895,0.02083333333333326,0.08020806277006667
2023-11-07,4.46,4.54,4.35,4.37,4587937.0,4.366666666666667,4.362044160232447,-0.009070294784580546,0.0450924975281598
2023-11-08,4.37,4.4,4.27,4.37,4032355.0,4.383333333333334,4.366022080116224,0.0,0.023094010767451805
2023-11-10,4.38,4.53,4.3,4.45,5549163.0,4.396666666666667,4.408011040058112,0.01830663615560635,0.04618802153510444
2023-11-13,4.45,4.55,4.44,4.46,3820262.0,4.426666666666667,4.434005520029055,0.0022471910112358273,0.04932882862310314
2023-11-14,4.5,4.5,4.3,4.44,2789812.0,4.45,4.437002760014527,-0.004484304932735328,0.009999999999716031
2023-11-15,4.45,4.45,4.32,4.36,5798539.0,4.420000000000001,4.398501380007264,-0.018018018018018056,0.052915026221235555
2023-11-16,4.4,4.44,4.28,4.37,13726785.0,4.390000000000001,4.384250690003633,0.002293577981651307,0.04358898943533557
2023-11-17,4.43,4.45,4.31,4.34,6190549.0,4.3566666666666665,4.362125345001816,-0.006864988558352492,0.015275252316304893
2023-11-20,4.4,4.56,4.32,4.49,12369382.0,4.3999999999999995,4.426062672500908,0.03456221198156695,0.07937253933189982
2023-11-21,4.51,4.84,4.48,4.69,30505048.0,4.506666666666667,4.558031336250455,0.04454342984409809,0.17559422921419926
2023-11-22,4.79,4.8,4.7,4.73,8665984.0,4.636666666666667,4.644015668125228,0.008528784648187626,0.12858201014656148
2023-11-23,4.71,4.9,4.69,4.85,11726042.0,4.756666666666667,4.747007834062614,0.025369978858350795,0.08326663997863715
2023-11-24,4.8,5.05,4.8,4.92,13552909.0,4.833333333333333,4.833503917031306,0.014432989690721598,0.09609023536932844
