Date,Open,High,Low,Close,Volume,SMA_3,EMA_3,Daily_Return,Rolling_Std_3
2023-01-02,4.64,4.8,4.55,4.7,2009500.0,4.7,4.7,0.0,0.08400542166505173
2023-01-03,4.75,4.79,4.69,4.72,1181500.0,4.72,4.71,0.004255319148936065,0.08400542166505173
2023-01-04,4.75,4.75,4.69,4.71,902500.0,4.71,4.71,-0.0021186440677966045,0.009999999999999787
2023-01-05,4.7,4.77,4.65,4.76,1719500.0,4.73,4.734999999999999,0.010615711252653925,0.02645751311064597
2023-01-06,4.75,4.79,4.68,4.71,937000.0,4.726666666666667,4.7225,-0.010504201680672232,0.02886751345948131
2023-01-09,4.62,4.74,4.6,4.66,1178500.0,4.71,4.69125,-0.010615711252653925,0.04999999999999982
2023-01-10,4.67,4.78,4.67,4.74,342000.0,4.703333333333334,4.715625,0.017167381974249052,0.040414518843273656
2023-01-11,4.7,4.78,4.6,4.66,1107000.0,4.6866666666666665,4.6878125,-0.016877637130801704,0.04618802153517028
2023-01-12,4.71,4.78,4.68,4.73,554500.0,4.71,4.70890625,0.015021459227467782,0.04358898943540654
2023-01-13,4.69,4.84,4.6,4.64,832000.0,4.676666666666667,4.674453124999999,-0.019027484143763318,0.04725815626252687
2023-01-16,4.71,4.78,4.6,4.61,446500.0,4.66,4.642226562499999,-0.006465517241379226,0.06244997998398484
2023-01-17,4.58,4.63,4.45,4.49,1624500.0,4.58,4.56611328125,-0.026030368763557465,0.07937253933193965
2023-01-18,4.51,4.59,4.49,4.54,626500.0,4.546666666666667,4.553056640625,0.011135857461024523,0.060277137733420666
2023-01-19,4.64,4.64,4.49,4.52,2091500.0,4.516666666666667,4.5365283203125,-0.00440528634361248,0.02516611478424573
2023-01-20,4.49,4.55,4.45,4.5,538000.0,4.52,4.518264160156249,-0.004424778761061843,0.0200000000000123
2023-01-23,4.49,4.59,4.41,4.53,1286500.0,4.516666666666667,4.524132080078125,0.006666666666666821,0.015275252316535703
2023-01-24,4.49,4.59,4.45,4.51,1369500.0,4.513333333333334,4.5170660400390625,-0.004415011037527727,0.015275252316536116
2023-01-25,4.58,4.68,4.5,4.6,2375000.0,4.546666666666666,4.5585330200195315,0.019955654101995624,0.04725815626253016
2023-01-26,4.6,4.83,4.6,4.75,7057500.0,4.62,4.654266510009766,0.03260869565217406,0.12124355652982212
2023-01-27,4.79,4.85,4.62,4.63,3922000.0,4.66,4.642133255004882,-0.025263157894736876,0.07937253933193787
2023-01-30,4.7,4.75,4.62,4.64,866000.0,4.673333333333333,4.6410666275024415,0.002159827213822796,0.06658328118479362
2023-01-31,4.65,4.75,4.63,4.73,1196500.0,4.666666666666667,4.685533313751221,0.019396551724138122,0.0550757054728611
2023-02-01,4.71,4.83,4.7,4.82,2046000.0,4.73,4.752766656875611,0.019027484143763207,0.08999999999999982
2023-02-02,4.85,4.85,4.72,4.79,1567000.0,4.78,4.771383328437805,-0.006224066390041583,0.04582575694955712
2023-02-03,4.8,4.85,4.74,4.83,1429500.0,4.8133333333333335,4.800691664218903,0.008350730688935215,0.020816659994659162
2023-02-06,4.82,4.9,4.8,4.88,1543000.0,4.833333333333333,4.840345832109451,0.010351966873705987,0.04509249752822751
2023-02-07,4.94,4.94,4.9,4.91,789500.0,4.873333333333334,4.8751729160547255,0.006147540983606703,0.04041451884327165
2023-02-08,4.88,4.94,4.81,4.84,1529000.0,4.876666666666666,4.857586458027363,-0.014256619144602856,0.035118845842840224
2023-02-09,4.87,4.94,4.85,4.93,4736000.0,4.8933333333333335,4.893793229013681,0.018595041322313932,0.04725815626252369
2023-02-10,4.86,5.03,4.83,4.97,5222500.0,4.913333333333333,4.93189661450684,0.008113590263691739,0.06658328118479173
2023-02-13,4.99,5.16,4.99,5.1,4721500.0,5.0,5.01594830725342,0.026156941649899457,0.08888194417315283
2023-02-14,5.13,5.16,5.04,5.06,2112000.0,5.043333333333333,5.03797415362671,-0.007843137254901933,0.0665832811847885
2023-02-15,5.11,5.11,4.87,4.91,2713500.0,5.023333333333333,4.973987076813355,-0.029644268774703497,0.10016652800877451
2023-02-16,4.89,5.0,4.81,4.9,1832000.0,4.956666666666666,4.936993538406678,-0.0020366598778003286,0.08962886439832207
2023-02-17,5.02,5.18,4.71,4.76,12157000.0,4.8566666666666665,4.848496769203338,-0.028571428571428692,0.08386497083606058
2023-02-20,4.79,4.79,4.56,4.66,3994000.0,4.773333333333333,4.754248384601669,-0.021008403361344463,0.12055427546683513
2023-02-21,4.65,4.7,4.52,4.56,2795500.0,4.66,4.657124192300834,-0.02145922746781126,0.10000000000000213
2023-02-22,4.65,4.65,4.45,4.5,6636000.0,4.573333333333333,4.578562096150417,-0.013157894736842035,0.08082903768655061
2023-02-23,4.51,4.65,4.51,4.57,2986000.0,4.543333333333333,4.574281048075209,0.015555555555555545,0.03785938897200792
2023-02-24,4.6,4.63,4.49,4.51,1619500.0,4.526666666666667,4.542140524037604,-0.013129102844639085,0.037859388972008017
2023-02-27,4.51,4.63,4.45,4.52,3307500.0,4.533333333333334,4.531070262018802,0.0022172949002217113,0.0321455025366506
2023-02-28,4.54,4.54,4.4,4.43,2072500.0,4.486666666666667,4.4805351310094,-0.019911504424778736,0.04932882862316601
2023-03-01,4.42,4.48,4.39,4.4,1541500.0,4.449999999999999,4.4402675655047,-0.006772009029345272,0.062449979983985375
2023-03-02,4.47,4.47,4.35,4.36,2547500.0,4.3966666666666665,4.40013378275235,-0.00909090909090915,0.03511884584284131
2023-03-03,4.39,4.56,4.2,4.38,10476000.0,4.38,4.390066891376176,0.004587155963302614,0.01999999999999591
2023-03-06,4.4,4.44,4.38,4.4,3457000.0,4.38,4.395033445688088,0.004566210045662267,0.01999999999999591
2023-03-07,4.48,4.48,4.31,4.35,2445000.0,4.376666666666666,4.372516722844043,-0.011363636363636576,0.025166114784232384
2023-03-08,4.43,4.43,4.3,4.31,5169500.0,4.3533333333333335,4.341258361422021,-0.00919540229885063,0.045092497528225375
2023-03-09,4.4,4.42,4.29,4.38,1433500.0,4.346666666666667,4.36062918071101,0.016241299303944468,0.035118845842836886
2023-03-10,4.36,4.48,4.36,4.45,1214500.0,4.38,4.4053145903555055,0.01598173515981749,0.06999999999999922
2023-03-13,4.47,4.48,4.4,4.43,1383000.0,4.42,4.417657295177753,-0.004494382022471988,0.036055512754642596
2023-03-14,4.39,4.45,4.38,4.41,2074500.0,4.43,4.413828647588876,-0.004514672686230181,0.020000000000006613
2023-03-15,4.42,4.42,4.35,4.39,1922500.0,4.41,4.401914323794438,-0.0045351473922903285,0.02000000000000206
2023-03-16,4.39,4.43,4.38,4.39,2655000.0,4.3966666666666665,4.395957161897218,0.0,0.011547005383790616
2023-03-17,4.44,4.44,4.36,4.39,1938500.0,4.39,4.3929785809486095,0.0,0.0
2023-03-20,4.43,4.46,4.38,4.43,2463000.0,4.403333333333332,4.411489290474305,0.009111617312072884,0.02309401076758538
2023-03-21,4.15,4.16,4.03,4.07,1909000.0,4.296666666666667,4.240744645237152,-0.08126410835214437,0.19731531449264697
2023-03-22,4.15,4.15,4.05,4.06,1299500.0,4.1866666666666665,4.150372322618576,-0.002457002457002644,0.2107921567168264
2023-03-24,4.05,4.09,4.01,4.05,584000.0,4.06,4.1001861613092885,-0.0024630541871920597,0.009999999999821136
2023-03-27,4.0,4.12,4.0,4.05,666000.0,4.053333333333333,4.075093080654645,0.0,0.005773502691579524
2023-03-28,4.05,4.08,4.02,4.04,247500.0,4.046666666666667,4.057546540327323,-0.0024691358024691024,0.005773502691572474
2023-03-29,4.01,4.08,4.0,4.05,1710000.0,4.046666666666666,4.053773270163662,0.0024752475247524774,0.005773502691572474
2023-03-30,4.05,4.14,4.0,4.02,1490500.0,4.036666666666666,4.036886635081831,-0.007407407407407418,0.015275252316393345
2023-03-31,4.06,4.06,4.0,4.03,403000.0,4.033333333333334,4.0334433175409155,0.0024875621890549926,0.015275252316392011
2023-04-03,4.09,4.19,3.93,3.97,3492500.0,4.006666666666667,4.001721658770458,-0.01488833746898266,0.0321455025365783
2023-04-04,4.04,4.05,3.85,3.88,3588500.0,3.9600000000000004,3.9408608293852287,-0.02267002518891692,0.07549834435267701
2023-04-05,3.95,3.97,3.85,3.88,1047000.0,3.91,3.9104304146926143,0.0,0.05196152422701739
2023-04-06,3.95,3.96,3.88,3.93,1641500.0,3.8966666666666665,3.920215207346307,0.012886597938144506,0.02886751345939095
2023-04-07,3.97,3.99,3.84,3.85,1571000.0,3.8866666666666667,3.8851076036731538,-0.020356234096692183,0.04041451884320823
2023-04-10,3.84,3.9,3.81,3.84,556000.0,3.873333333333333,3.862553801836577,-0.0025974025974027093,0.04932882862310778
2023-04-11,3.82,3.88,3.81,3.85,481000.0,3.8466666666666662,3.8562769009182887,0.0026041666666667407,0.005773502691410687
2023-04-12,3.85,3.95,3.83,3.91,990500.0,3.866666666666667,3.8831384504591444,0.01558441558441559,0.03785938897192992
2023-04-13,3.9,3.97,3.56,3.95,1965500.0,3.9033333333333338,3.9165692252295723,0.010230179028132946,0.05033222956842027
2023-04-17,3.99,4.04,3.95,3.96,1347000.0,3.94,3.938284612614786,0.0025316455696202667,0.026457513110552902
2023-04-18,3.96,4.0,3.7,3.95,1498000.0,3.953333333333333,3.944142306307393,-0.002525252525252486,0.005773502691478386
2023-04-19,3.81,4.04,3.81,4.01,1539500.0,3.973333333333333,3.9770711531536964,0.015189873417721378,0.03214550253657019
2023-04-20,4.03,4.07,3.98,4.05,1200000.0,4.003333333333333,4.013535576576848,0.009975062344139696,0.050332229568426985
2023-04-26,3.99,4.08,3.99,4.02,1332000.0,4.026666666666666,4.016767788288424,-0.007407407407407418,0.020816659994557334
2023-04-27,4.02,4.07,3.97,4.06,1812500.0,4.043333333333333,4.038383894144212,0.00995024875621886,0.020816659994559644
2023-04-28,4.08,4.09,3.82,3.87,6120500.0,3.983333333333333,3.954191947072106,-0.046798029556650134,0.10016652800875536
2023-05-02,3.9,3.96,3.87,3.9,1423000.0,3.9433333333333334,3.927095973536053,0.007751937984496138,0.1021436896402739
2023-05-03,3.95,3.95,3.85,3.89,1114500.0,3.8866666666666667,3.908547986768027,-0.002564102564102555,0.015275252316357004
2023-05-04,3.94,3.94,3.8,3.82,1416500.0,3.8699999999999997,3.864273993384013,-0.01799485861182526,0.04358898943534897
2023-05-05,3.85,3.95,3.8,3.92,1577500.0,3.8766666666666665,3.8921369966920065,0.02617801047120416,0.051316014394420024
2023-05-08,3.85,3.92,3.84,3.84,888000.0,3.86,3.866068498346003,-0.020408163265306145,0.052915026221243666
2023-05-09,3.91,3.91,3.75,3.77,2333500.0,3.8433333333333333,3.8180342491730013,-0.01822916666666663,0.07505553499461674
2023-05-10,3.77,3.85,3.7,3.71,1615000.0,3.7733333333333334,3.7640171245865006,-0.01591511936339529,0.06506407098643409
2023-05-11,3.8,3.8,3.7,3.72,929500.0,3.733333333333333,3.7420085622932504,0.0026954177897575704,0.03214550253655217
2023-05-12,3.77,3.83,3.7,3.72,1124500.0,3.716666666666667,3.7310042811466255,0.0,0.005773502691380124
2023-05-15,3.79,3.79,3.69,3.76,541000.0,3.733333333333333,3.7455021405733127,0.010752688172043001,0.02309401076745805
2023-05-16,3.75,3.88,3.75,3.81,1582500.0,3.763333333333333,3.7777510702866564,0.013297872340425565,0.04509249752816624
2023-05-17,3.85,3.85,3.75,3.77,356000.0,3.78,3.773875535143328,-0.01049868766404205,0.026457513110541425
2023-05-18,3.8,3.85,3.72,3.73,393000.0,3.77,3.751937767571664,-0.010610079575596787,0.03999999999993002
2023-05-19,3.84,3.86,3.69,3.78,1430000.0,3.76,3.765968883785832,0.013404825737265424,0.026457513110538736
2023-05-22,3.73,3.77,3.7,3.71,421500.0,3.7399999999999998,3.737984441892916,-0.01851851851851849,0.03605551275455923
2023-05-23,3.71,3.77,3.7,3.73,996000.0,3.7399999999999998,3.733992220946458,0.005390835579514919,0.03605551275455923
2023-05-24,3.75,3.77,3.7,3.75,1092000.0,3.73,3.741996110473229,0.00536193029490617,0.019999999999853052
